Date,Municipality,ZipCode,FuelClass,VehicleUse,Count,DailyVMT
2023-01-01,HAVERHILL,NULL,Zero-Emission,Commercial,3,61.514000
2023-01-01,HAVERHILL,NULL,Zero-Emission,Passenger,7,242.064234
2023-01-01,HAVERHILL,01830,Fossil Fuel,State,13,403.024107
2023-01-01,HAVERHILL,01830,Fossil Fuel,Commercial,803,35276.592885
2023-01-01,HAVERHILL,01830,Fossil Fuel,Municipal,238,4234.791224
2023-01-01,HAVERHILL,01830,Fossil Fuel,Passenger,17645,546110.853728
2023-01-01,HAVERHILL,01830,Hybrid,Passenger,386,14553.989434
2023-01-01,HAVERHILL,01830,Zero-Emission,Passenger,83,3301.819539
2023-01-01,HAVERHILL,01830,Zero-Emission,Municipal,1,15.276000
2023-01-01,HAVERHILL,01831,Fossil Fuel,Passenger,33,1082.401684
2023-01-01,HAVERHILL,01832,Fossil Fuel,Commercial,670,34939.167806
2023-01-01,HAVERHILL,01832,Fossil Fuel,Passenger,16491,519233.984038
2023-01-01,HAVERHILL,01832,Fossil Fuel,Municipal,21,277.993794
2023-01-01,HAVERHILL,01832,Hybrid,Commercial,5,470.940000
2023-01-01,HAVERHILL,01832,Hybrid,Passenger,396,15902.166143
2023-01-01,HAVERHILL,01832,Zero-Emission,Commercial,10,384.044657
2023-01-01,HAVERHILL,01832,Zero-Emission,Passenger,69,2779.759399
2023-01-01,HAVERHILL,01834,Fossil Fuel,Passenger,5,111.943000
2023-01-01,HAVERHILL,01834,Fossil Fuel,Municipal,1,17.303000
2023-01-01,HAVERHILL,01835,Fossil Fuel,Municipal,13,182.350954
2023-01-01,HAVERHILL,01835,Fossil Fuel,Passenger,10263,317168.593198
2023-01-01,HAVERHILL,01835,Fossil Fuel,Commercial,574,29236.734646
2023-01-01,HAVERHILL,01835,Fossil Fuel,State,104,8348.626107
2023-01-01,HAVERHILL,01835,Hybrid,Commercial,13,679.014000
2023-01-01,HAVERHILL,01835,Hybrid,Passenger,210,7759.072672
2023-01-01,HAVERHILL,01835,Zero-Emission,Municipal,1,10.951306
2023-01-01,HAVERHILL,01835,Zero-Emission,Passenger,51,1939.781026
2023-01-01,HAVERHILL,01844,Fossil Fuel,Passenger,8,353.084000
2023-01-01,HAWLEY,NULL,Fossil Fuel,Commercial,1,50.946000
2023-01-01,HAWLEY,NULL,Fossil Fuel,Passenger,13,504.052032
2023-01-01,HAWLEY,NULL,Zero-Emission,Passenger,4,152.830000
2023-01-01,HAWLEY,01339,Fossil Fuel,Commercial,15,1055.711399
2023-01-01,HAWLEY,01339,Fossil Fuel,Municipal,12,111.034012
2023-01-01,HAWLEY,01339,Fossil Fuel,Passenger,242,6834.031479
2023-01-01,HAWLEY,01339,Hybrid,Passenger,9,316.589000
2023-01-01,HEATH,NULL,Fossil Fuel,Passenger,22,695.310883
2023-01-01,HEATH,NULL,Fossil Fuel,Commercial,4,73.369436
2023-01-01,HEATH,NULL,Hybrid,Passenger,3,117.762000
2023-01-01,HEATH,01339,Fossil Fuel,Passenger,15,375.444333
2023-01-01,HEATH,01340,Fossil Fuel,Passenger,9,243.080538
2023-01-01,HEATH,01346,Fossil Fuel,Municipal,21,223.858997
2023-01-01,HEATH,01346,Fossil Fuel,Passenger,554,17545.041435
2023-01-01,HEATH,01346,Fossil Fuel,Commercial,14,553.099835
2023-01-01,HEATH,01346,Hybrid,Passenger,21,809.964370
2023-01-01,HEATH,01346,Zero-Emission,Passenger,11,424.733264
2023-01-01,HEATH,01367,Fossil Fuel,Passenger,9,274.648807
2023-01-01,HINGHAM,NULL,Fossil Fuel,Passenger,776,24227.990119
2023-01-01,HINGHAM,NULL,Fossil Fuel,State,8,91.884979
2023-01-01,HINGHAM,NULL,Fossil Fuel,Commercial,142,5441.653220
2023-01-01,HINGHAM,NULL,Fossil Fuel,Municipal,1,9.543255
2023-01-01,HINGHAM,NULL,Hybrid,Passenger,22,610.631071
2023-01-01,HINGHAM,NULL,Zero-Emission,Passenger,20,625.435336
2023-01-01,HINGHAM,02043,Fossil Fuel,Commercial,1051,42170.048845
2023-01-01,HINGHAM,02043,Fossil Fuel,Passenger,16391,429936.820324
2023-01-01,HINGHAM,02043,Fossil Fuel,Municipal,157,2977.084522
2023-01-01,HINGHAM,02043,Hybrid,Commercial,5,292.169000
2023-01-01,HINGHAM,02043,Hybrid,Passenger,676,20618.714485
2023-01-01,HINGHAM,02043,Hybrid,Municipal,13,807.995000
2023-01-01,HINGHAM,02043,Zero-Emission,Municipal,1,11.772049
2023-01-01,HINGHAM,02043,Zero-Emission,Commercial,6,236.675000
2023-01-01,HINGHAM,02043,Zero-Emission,Passenger,449,14277.210306
2023-01-01,HINGHAM,02189,Fossil Fuel,Passenger,7,214.843142
2023-01-01,HINGHAM,75063,Fossil Fuel,Commercial,5,600.391000
2023-01-01,HINSDALE,NULL,Fossil Fuel,Passenger,45,1393.940017
2023-01-01,HINSDALE,NULL,Fossil Fuel,Municipal,10,24.720519
2023-01-01,HINSDALE,NULL,Fossil Fuel,Commercial,21,608.846000
2023-01-01,HINSDALE,NULL,Hybrid,Passenger,2,65.323000
2023-01-01,HINSDALE,NULL,Zero-Emission,Passenger,1,54.596000
2023-01-01,HINSDALE,01235,Fossil Fuel,Commercial,141,5388.135705
2023-01-01,HINSDALE,01235,Fossil Fuel,Municipal,21,355.107542
2023-01-01,HINSDALE,01235,Fossil Fuel,Passenger,1704,41932.450262
2023-01-01,HINSDALE,01235,Hybrid,Passenger,35,1111.727853
2023-01-01,HINSDALE,01235,Zero-Emission,Passenger,14,491.210000
2023-01-01,HOLBROOK,NULL,Fossil Fuel,Passenger,326,11040.292903
2023-01-01,HOLBROOK,NULL,Fossil Fuel,Commercial,115,5244.817174
2023-01-01,HOLBROOK,NULL,Hybrid,Commercial,2,118.398000
2023-01-01,HOLBROOK,NULL,Hybrid,Passenger,8,233.885000
2023-01-01,HOLBROOK,NULL,Zero-Emission,Passenger,2,61.477000
2023-01-01,HOLBROOK,02184,Fossil Fuel,Passenger,12,378.413215
2023-01-01,HOLBROOK,02343,Fossil Fuel,Commercial,736,30737.417148
2023-01-01,HOLBROOK,02343,Fossil Fuel,Passenger,7914,223292.756684
2023-01-01,HOLBROOK,02343,Fossil Fuel,Municipal,64,936.497254
2023-01-01,HOLBROOK,02343,Hybrid,Passenger,176,6467.554112
2023-01-01,HOLBROOK,02343,Hybrid,Municipal,1,23.090000
2023-01-01,HOLBROOK,02343,Zero-Emission,Passenger,47,1598.128943
2023-01-01,HOLBROOK,02368,Fossil Fuel,Commercial,15,419.851730
2023-01-01,HOLBROOK,02368,Fossil Fuel,Passenger,14,446.853405
2023-01-01,HOLDEN,NULL,Fossil Fuel,Municipal,4,57.572178
2023-01-01,HOLDEN,NULL,Fossil Fuel,Passenger,604,22046.650980
2023-01-01,HOLDEN,NULL,Fossil Fuel,Commercial,85,2996.243472
2023-01-01,HOLDEN,NULL,Hybrid,Passenger,18,576.738229
2023-01-01,HOLDEN,NULL,Zero-Emission,Passenger,9,343.796161
2023-01-01,HOLDEN,01520,Fossil Fuel,Commercial,468,18293.776121
2023-01-01,HOLDEN,01520,Fossil Fuel,State,1,41.480000
2023-01-01,HOLDEN,01520,Fossil Fuel,Passenger,11722,346095.688303
2023-01-01,HOLDEN,01520,Fossil Fuel,Municipal,107,1786.544083
2023-01-01,HOLDEN,01520,Hybrid,Municipal,2,49.898000
2023-01-01,HOLDEN,01520,Hybrid,Commercial,5,238.773000
2023-01-01,HOLDEN,01520,Hybrid,Passenger,426,15783.867351
2023-01-01,HOLDEN,01520,Zero-Emission,Passenger,135,5462.141452
2023-01-01,HOLDEN,01522,Fossil Fuel,Commercial,153,6738.461704
2023-01-01,HOLDEN,01522,Fossil Fuel,Passenger,2670,81035.869286
2023-01-01,HOLDEN,01522,Hybrid,Passenger,93,3311.907145
2023-01-01,HOLDEN,01522,Zero-Emission,Passenger,23,800.267000
2023-01-01,HOLDEN,01605,Fossil Fuel,Passenger,10,298.122000
2023-01-01,HOLDEN,01610,Fossil Fuel,Passenger,5,36.727200
2023-01-01,HOLDEN,01612,Fossil Fuel,Passenger,18,678.089000
2023-01-01,HOLLAND,NULL,Fossil Fuel,Municipal,8,195.773052
2023-01-01,HOLLAND,NULL,Fossil Fuel,Passenger,62,2763.319534
2023-01-01,HOLLAND,NULL,Fossil Fuel,Commercial,11,745.313000
2023-01-01,HOLLAND,01081,Fossil Fuel,Passenger,5,192.158930
2023-01-01,HOLLAND,01521,Fossil Fuel,Passenger,2366,75782.614211
2023-01-01,HOLLAND,01521,Fossil Fuel,Municipal,26,371.351368
2023-01-01,HOLLAND,01521,Fossil Fuel,Commercial,63,2904.057322
2023-01-01,HOLLAND,01521,Hybrid,Passenger,55,2521.774954
2023-01-01,HOLLAND,01521,Zero-Emission,Passenger,14,729.106700
2023-01-01,HOLLISTON,NULL,Fossil Fuel,Passenger,372,12448.740156
2023-01-01,HOLLISTON,NULL,Fossil Fuel,Commercial,182,7931.004796
2023-01-01,HOLLISTON,NULL,Hybrid,Passenger,14,461.694126
2023-01-01,HOLLISTON,NULL,Zero-Emission,Passenger,10,282.001000
2023-01-01,HOLLISTON,NULL,Zero-Emission,Commercial,1,17.724000
2023-01-01,HOLLISTON,01746,Fossil Fuel,Commercial,1021,39794.648363
2023-01-01,HOLLISTON,01746,Fossil Fuel,Passenger,10908,303559.141204
2023-01-01,HOLLISTON,01746,Fossil Fuel,Municipal,134,1922.778792
2023-01-01,HOLLISTON,01746,Hybrid,Commercial,7,439.133262
2023-01-01,HOLLISTON,01746,Hybrid,Passenger,463,15240.805441
2023-01-01,HOLLISTON,01746,Zero-Emission,Municipal,2,12.491569
2023-01-01,HOLLISTON,01746,Zero-Emission,Passenger,268,9165.065967
2023-01-01,HOLLISTON,02053,Fossil Fuel,Passenger,5,176.803000
2023-01-01,HOLYOKE,NULL,Fossil Fuel,Commercial,249,9713.152915
2023-01-01,HOLYOKE,NULL,Fossil Fuel,Municipal,1,19.109948
2023-01-01,HOLYOKE,NULL,Fossil Fuel,State,7,110.435828
2023-01-01,HOLYOKE,NULL,Fossil Fuel,Passenger,688,21166.491139
2023-01-01,HOLYOKE,NULL,Hybrid,Commercial,5,271.099948
2023-01-01,HOLYOKE,NULL,Hybrid,Passenger,12,282.853954
2023-01-01,HOLYOKE,NULL,Zero-Emission,Commercial,4,193.324276
2023-01-01,HOLYOKE,NULL,Zero-Emission,Passenger,7,262.915005
2023-01-01,HOLYOKE,01040,Fossil Fuel,Commercial,1024,53213.915202
2023-01-01,HOLYOKE,01040,Fossil Fuel,State,21,159.137392
2023-01-01,HOLYOKE,01040,Fossil Fuel,Passenger,20745,562358.101594
2023-01-01,HOLYOKE,01040,Fossil Fuel,Municipal,324,5505.018352
2023-01-01,HOLYOKE,01040,Hybrid,State,1,8.319000
2023-01-01,HOLYOKE,01040,Hybrid,Passenger,464,15783.691310
2023-01-01,HOLYOKE,01040,Zero-Emission,Passenger,142,4632.523565
2023-01-01,HOLYOKE,01040,Zero-Emission,Municipal,1,15.668000
2023-01-01,HOLYOKE,01041,Fossil Fuel,Passenger,23,422.413860
2023-01-01,HOLYOKE,01085,Fossil Fuel,Passenger,7,209.501860
2023-01-01,HOLYOKE,01104,Fossil Fuel,Passenger,6,164.410930
2023-01-01,HOPEDALE,NULL,Fossil Fuel,Commercial,81,3324.367152
2023-01-01,HOPEDALE,NULL,Fossil Fuel,Passenger,221,7275.276191
2023-01-01,HOPEDALE,NULL,Fossil Fuel,Municipal,8,65.107267
2023-01-01,HOPEDALE,NULL,Hybrid,Commercial,1,35.903000
2023-01-01,HOPEDALE,NULL,Hybrid,Passenger,8,416.478000
2023-01-01,HOPEDALE,NULL,Zero-Emission,Passenger,2,66.836452
2023-01-01,HOPEDALE,01747,Fossil Fuel,Commercial,484,25233.170080
2023-01-01,HOPEDALE,01747,Fossil Fuel,Passenger,4468,129656.079426
2023-01-01,HOPEDALE,01747,Fossil Fuel,Municipal,47,405.371305
2023-01-01,HOPEDALE,01747,Hybrid,Passenger,110,3668.616458
2023-01-01,HOPEDALE,01747,Hybrid,Municipal,1,37.381000
2023-01-01,HOPEDALE,01747,Zero-Emission,Passenger,39,1305.221161
2023-01-01,HOPKINTON,NULL,Fossil Fuel,Commercial,174,8410.416806
2023-01-01,HOPKINTON,NULL,Fossil Fuel,State,7,176.148309
2023-01-01,HOPKINTON,NULL,Fossil Fuel,Passenger,465,16322.645866
2023-01-01,HOPKINTON,NULL,Fossil Fuel,Municipal,30,379.500695
2023-01-01,HOPKINTON,NULL,Hybrid,Commercial,5,293.378262
2023-01-01,HOPKINTON,NULL,Hybrid,Passenger,25,943.290063
2023-01-01,HOPKINTON,NULL,Zero-Emission,Passenger,14,622.532000
2023-01-01,HOPKINTON,NULL,Zero-Emission,Commercial,3,133.912000
2023-01-01,HOPKINTON,NULL,Zero-Emission,Municipal,3,28.417707
2023-01-01,HOPKINTON,01581,Fossil Fuel,Passenger,5,104.761000
2023-01-01,HOPKINTON,01748,Fossil Fuel,Passenger,12761,382312.875997
2023-01-01,HOPKINTON,01748,Fossil Fuel,Municipal,62,914.250460
2023-01-01,HOPKINTON,01748,Fossil Fuel,Commercial,792,35748.329769
2023-01-01,HOPKINTON,01748,Hybrid,Passenger,607,21148.920882
2023-01-01,HOPKINTON,01748,Hybrid,Municipal,7,323.908000
2023-01-01,HOPKINTON,01748,Zero-Emission,Passenger,494,17414.241894
2023-01-01,HOPKINTON,01748,Zero-Emission,Municipal,1,3.695000
2023-01-01,HOPKINTON,01784,Fossil Fuel,Commercial,8,249.361281
2023-01-01,HOPKINTON,01784,Fossil Fuel,Passenger,33,899.677865
2023-01-01,HUBBARDSTON,NULL,Fossil Fuel,Commercial,31,1244.767736
2023-01-01,HUBBARDSTON,NULL,Fossil Fuel,Passenger,139,5757.239392
2023-01-01,HUBBARDSTON,NULL,Hybrid,Passenger,2,68.130000
2023-01-01,HUBBARDSTON,NULL,Hybrid,Commercial,2,177.575789
2023-01-01,HUBBARDSTON,NULL,Zero-Emission,Passenger,2,54.458000
2023-01-01,HUBBARDSTON,01452,Fossil Fuel,Commercial,207,8698.306600
2023-01-01,HUBBARDSTON,01452,Fossil Fuel,Municipal,33,396.903893
2023-01-01,HUBBARDSTON,01452,Fossil Fuel,Passenger,3924,127340.464636
2023-01-01,HUBBARDSTON,01452,Hybrid,Passenger,65,3176.757458
2023-01-01,HUBBARDSTON,01452,Zero-Emission,Passenger,25,1234.609065
2023-01-01,HUDSON,NULL,Fossil Fuel,Commercial,258,12557.388226
2023-01-01,HUDSON,NULL,Fossil Fuel,Passenger,629,20020.461136
2023-01-01,HUDSON,NULL,Hybrid,Passenger,21,777.426000
2023-01-01,HUDSON,NULL,Hybrid,Commercial,1,14.894000
2023-01-01,HUDSON,NULL,Zero-Emission,Passenger,4,107.245000
2023-01-01,HUDSON,01749,Fossil Fuel,Municipal,145,2040.876943
2023-01-01,HUDSON,01749,Fossil Fuel,Commercial,1176,50573.381609
2023-01-01,HUDSON,01749,Fossil Fuel,Passenger,15132,418656.390894
2023-01-01,HUDSON,01749,Hybrid,Passenger,416,14633.674882
2023-01-01,HUDSON,01749,Hybrid,Municipal,9,492.488934
2023-01-01,HUDSON,01749,Hybrid,Commercial,8,383.771000
2023-01-01,HUDSON,01749,Zero-Emission,Municipal,1,3.844000
2023-01-01,HUDSON,01749,Zero-Emission,Passenger,208,7048.482661
2023-01-01,HUDSON,01752,Fossil Fuel,Passenger,10,200.924000
2023-01-01,HUDSON,01775,Fossil Fuel,Passenger,5,96.183000
2023-01-01,HULL,NULL,Fossil Fuel,State,7,76.926372
2023-01-01,HULL,NULL,Fossil Fuel,Passenger,323,10372.374427
2023-01-01,HULL,NULL,Fossil Fuel,Municipal,2,15.068000
2023-01-01,HULL,NULL,Fossil Fuel,Commercial,35,896.097120
2023-01-01,HULL,NULL,Hybrid,Commercial,3,286.855000
2023-01-01,HULL,NULL,Hybrid,Passenger,4,128.715000
2023-01-01,HULL,NULL,Zero-Emission,Passenger,2,59.211000
2023-01-01,HULL,02045,Fossil Fuel,Municipal,83,1606.718444
2023-01-01,HULL,02045,Fossil Fuel,Commercial,229,8092.140484
2023-01-01,HULL,02045,Fossil Fuel,Passenger,7472,200572.846681
2023-01-01,HULL,02045,Fossil Fuel,State,1,9.906993
2023-01-01,HULL,02045,Hybrid,Passenger,259,7915.952639
2023-01-01,HULL,02045,Zero-Emission,Passenger,93,3086.243115
2023-01-01,HUNTINGTON,NULL,Fossil Fuel,Passenger,64,2492.361686
2023-01-01,HUNTINGTON,NULL,Fossil Fuel,Municipal,19,162.669538
2023-01-01,HUNTINGTON,NULL,Fossil Fuel,Commercial,3,78.931000
2023-01-01,HUNTINGTON,NULL,Hybrid,Passenger,1,14.940000
2023-01-01,HUNTINGTON,01050,Fossil Fuel,Commercial,82,2882.625861
2023-01-01,HUNTINGTON,01050,Fossil Fuel,Municipal,7,76.902705
2023-01-01,HUNTINGTON,01050,Fossil Fuel,Passenger,1810,53792.311530
2023-01-01,HUNTINGTON,01050,Hybrid,Passenger,34,1437.884506
2023-01-01,HUNTINGTON,01050,Zero-Emission,Passenger,11,470.931924
2023-01-01,IPSWICH,NULL,Fossil Fuel,Passenger,401,12338.480246
2023-01-01,IPSWICH,NULL,Fossil Fuel,Commercial,141,5816.290618
2023-01-01,IPSWICH,NULL,Fossil Fuel,Municipal,5,46.760318
2023-01-01,IPSWICH,NULL,Hybrid,Municipal,1,16.665000
2023-01-01,IPSWICH,NULL,Hybrid,Commercial,3,262.307000
2023-01-01,IPSWICH,NULL,Hybrid,Passenger,9,193.551000
2023-01-01,IPSWICH,NULL,Zero-Emission,Commercial,1,101.008000
2023-01-01,IPSWICH,NULL,Zero-Emission,Passenger,9,267.250000
2023-01-01,IPSWICH,01938,Fossil Fuel,Commercial,709,24215.126287
2023-01-01,IPSWICH,01938,Fossil Fuel,Passenger,10932,299173.967291
2023-01-01,IPSWICH,01938,Fossil Fuel,Municipal,108,1438.633363
2023-01-01,IPSWICH,01938,Hybrid,Passenger,345,11664.523127
2023-01-01,IPSWICH,01938,Hybrid,Municipal,5,451.157000
2023-01-01,IPSWICH,01938,Zero-Emission,Municipal,4,49.042306
2023-01-01,IPSWICH,01938,Zero-Emission,Passenger,198,6816.590917
2023-01-01,IPSWICH,01969,Fossil Fuel,Passenger,8,268.508000
2023-01-01,KINGSTON,NULL,Fossil Fuel,State,13,267.155760
2023-01-01,KINGSTON,NULL,Fossil Fuel,Commercial,132,4987.203174
2023-01-01,KINGSTON,NULL,Fossil Fuel,Passenger,471,16787.798130
2023-01-01,KINGSTON,NULL,Hybrid,Passenger,8,239.132071
2023-01-01,KINGSTON,NULL,Hybrid,Commercial,5,250.864000
2023-01-01,KINGSTON,NULL,Zero-Emission,Passenger,3,101.771000
2023-01-01,KINGSTON,NULL,Zero-Emission,Commercial,4,159.621000
2023-01-01,KINGSTON,02361,Fossil Fuel,Commercial,22,1689.962893
2023-01-01,KINGSTON,02364,Fossil Fuel,Commercial,761,31848.060621
2023-01-01,KINGSTON,02364,Fossil Fuel,Municipal,89,1584.574784
2023-01-01,KINGSTON,02364,Fossil Fuel,State,5,115.213000
2023-01-01,KINGSTON,02364,Fossil Fuel,Passenger,10692,326459.038282
2023-01-01,KINGSTON,02364,Hybrid,Passenger,240,9285.103568
2023-01-01,KINGSTON,02364,Hybrid,Municipal,3,99.522000
2023-01-01,KINGSTON,02364,Zero-Emission,Passenger,90,3763.163474
2023-01-01,LAKEVILLE,NULL,Fossil Fuel,State,1,12.432800
2023-01-01,LAKEVILLE,NULL,Fossil Fuel,Commercial,82,4232.102240
2023-01-01,LAKEVILLE,NULL,Fossil Fuel,Passenger,357,13938.905830
2023-01-01,LAKEVILLE,NULL,Hybrid,Passenger,10,417.129000
2023-01-01,LAKEVILLE,NULL,Hybrid,Commercial,1,40.469000
2023-01-01,LAKEVILLE,NULL,Zero-Emission,Passenger,6,229.694336
2023-01-01,LAKEVILLE,NULL,Zero-Emission,Commercial,2,90.176000
2023-01-01,LAKEVILLE,02347,Fossil Fuel,Passenger,10237,337240.778007
2023-01-01,LAKEVILLE,02347,Fossil Fuel,Commercial,767,38101.914469
2023-01-01,LAKEVILLE,02347,Fossil Fuel,Municipal,69,1227.968880
2023-01-01,LAKEVILLE,02347,Hybrid,Passenger,215,9157.097426
2023-01-01,LAKEVILLE,02347,Hybrid,Municipal,1,59.957000
2023-01-01,LAKEVILLE,02347,Zero-Emission,Passenger,80,3609.392246
2023-01-01,LANCASTER,NULL,Fossil Fuel,Commercial,105,4144.160202
2023-01-01,LANCASTER,NULL,Fossil Fuel,Passenger,174,6081.195195
2023-01-01,LANCASTER,NULL,Fossil Fuel,State,15,270.732560
2023-01-01,LANCASTER,NULL,Fossil Fuel,Municipal,11,92.133076
2023-01-01,LANCASTER,NULL,Hybrid,Passenger,4,136.330000
2023-01-01,LANCASTER,NULL,Hybrid,Commercial,1,25.064000
2023-01-01,LANCASTER,NULL,Zero-Emission,Passenger,3,63.617000
2023-01-01,LANCASTER,01510,Fossil Fuel,Municipal,4,189.354076
2023-01-01,LANCASTER,01523,Fossil Fuel,Passenger,5364,162623.302762
2023-01-01,LANCASTER,01523,Fossil Fuel,State,1,0.275000
2023-01-01,LANCASTER,01523,Fossil Fuel,Commercial,379,16114.437660
2023-01-01,LANCASTER,01523,Fossil Fuel,Municipal,28,286.453522
2023-01-01,LANCASTER,01523,Hybrid,Passenger,181,6594.203832
2023-01-01,LANCASTER,01523,Zero-Emission,Passenger,69,2631.167712
2023-01-01,LANCASTER,01523,Zero-Emission,Municipal,1,3.023000
2023-01-01,LANCASTER,01561,Fossil Fuel,Passenger,166,4145.211896
2023-01-01,LANCASTER,01561,Fossil Fuel,Commercial,9,352.982002
2023-01-01,LANCASTER,01561,Hybrid,Passenger,7,319.514000
2023-01-01,LANESBOROUGH,NULL,Fossil Fuel,Passenger,59,1822.596356
2023-01-01,LANESBOROUGH,NULL,Fossil Fuel,Municipal,39,529.621522
2023-01-01,LANESBOROUGH,NULL,Fossil Fuel,Commercial,50,1397.067881
2023-01-01,LANESBOROUGH,NULL,Fossil Fuel,State,3,41.827426
2023-01-01,LANESBOROUGH,NULL,Hybrid,Passenger,7,252.988000
2023-01-01,LANESBOROUGH,NULL,Hybrid,Commercial,1,38.621000
2023-01-01,LANESBOROUGH,NULL,Zero-Emission,Passenger,2,130.975000
2023-01-01,LANESBOROUGH,NULL,Zero-Emission,Commercial,1,30.542000
2023-01-01,LANESBOROUGH,01201,Fossil Fuel,Passenger,82,2363.169493
2023-01-01,LANESBOROUGH,01224,Fossil Fuel,Passenger,140,3528.122205
2023-01-01,LANESBOROUGH,01224,Fossil Fuel,Commercial,5,83.077399
2023-01-01,LANESBOROUGH,01237,Fossil Fuel,Commercial,245,7508.534373
2023-01-01,LANESBOROUGH,01237,Fossil Fuel,Passenger,2315,58548.573388
2023-01-01,LANESBOROUGH,01237,Fossil Fuel,Municipal,1,20.779278
2023-01-01,LANESBOROUGH,01237,Hybrid,Passenger,50,1560.353902
2023-01-01,LANESBOROUGH,01237,Zero-Emission,Passenger,20,738.582000
2023-01-01,LAWRENCE,NULL,Fossil Fuel,Commercial,267,13164.687808
2023-01-01,LAWRENCE,NULL,Fossil Fuel,State,6,186.965775
2023-01-01,LAWRENCE,NULL,Fossil Fuel,Passenger,1160,40290.475052
2023-01-01,LAWRENCE,NULL,Fossil Fuel,Municipal,2,13.353680
2023-01-01,LAWRENCE,NULL,Hybrid,Commercial,7,626.246000
2023-01-01,LAWRENCE,NULL,Hybrid,Passenger,15,487.308000
2023-01-01,LAWRENCE,NULL,Zero-Emission,Passenger,6,225.627000
2023-01-01,LAWRENCE,01832,Fossil Fuel,Passenger,6,291.992000
2023-01-01,LAWRENCE,01840,Fossil Fuel,Municipal,204,2752.265145
2023-01-01,LAWRENCE,01840,Fossil Fuel,Commercial,154,10184.302998
2023-01-01,LAWRENCE,01840,Fossil Fuel,Passenger,3113,102746.623653
2023-01-01,LAWRENCE,01840,Hybrid,State,1,5.391000
2023-01-01,LAWRENCE,01840,Hybrid,Passenger,59,4127.534836
2023-01-01,LAWRENCE,01840,Zero-Emission,Municipal,1,10.951306
2023-01-01,LAWRENCE,01841,Fossil Fuel,Passenger,25198,818765.162029
2023-01-01,LAWRENCE,01841,Fossil Fuel,Municipal,67,883.619305
2023-01-01,LAWRENCE,01841,Fossil Fuel,Commercial,927,47721.373412
2023-01-01,LAWRENCE,01841,Hybrid,Commercial,10,849.468758
2023-01-01,LAWRENCE,01841,Hybrid,Passenger,324,15683.274762
2023-01-01,LAWRENCE,01841,Zero-Emission,Passenger,37,1506.056305
2023-01-01,LAWRENCE,01842,Fossil Fuel,Passenger,27,682.245460
2023-01-01,LAWRENCE,01842,Fossil Fuel,Commercial,9,1028.455345
2023-01-01,LAWRENCE,01843,Fossil Fuel,Passenger,15161,487599.132836
2023-01-01,LAWRENCE,01843,Fossil Fuel,Commercial,1124,60925.186019
2023-01-01,LAWRENCE,01843,Fossil Fuel,Municipal,2,15.834522
2023-01-01,LAWRENCE,01843,Hybrid,Passenger,262,11849.745307
2023-01-01,LAWRENCE,01843,Zero-Emission,Passenger,42,1752.884350
2023-01-01,LAWRENCE,01844,Fossil Fuel,Passenger,66,2152.365436
2023-01-01,LEE,NULL,Fossil Fuel,Commercial,56,1794.123684
2023-01-01,LEE,NULL,Fossil Fuel,Passenger,126,4084.323695
2023-01-01,LEE,NULL,Fossil Fuel,State,2,6.908000
2023-01-01,LEE,NULL,Hybrid,Passenger,11,388.568000
2023-01-01,LEE,NULL,Zero-Emission,Passenger,2,75.852000
2023-01-01,LEE,01238,Fossil Fuel,Passenger,4129,112558.242560
2023-01-01,LEE,01238,Fossil Fuel,Commercial,430,15736.006279
2023-01-01,LEE,01238,Fossil Fuel,Municipal,54,741.195579
2023-01-01,LEE,01238,Hybrid,Passenger,126,4193.245804
2023-01-01,LEE,01238,Zero-Emission,Passenger,40,1406.407261
2023-01-01,LEE,01240,Fossil Fuel,Passenger,17,419.592000
2023-01-01,LEE,01260,Fossil Fuel,Commercial,10,197.220000
2023-01-01,LEE,01260,Fossil Fuel,Passenger,159,4412.552188
2023-01-01,LEE,01260,Hybrid,Passenger,6,186.729000
2023-01-01,LEICESTER,NULL,Fossil Fuel,Municipal,14,416.392165
2023-01-01,LEICESTER,NULL,Fossil Fuel,State,1,49.773000
2023-01-01,LEICESTER,NULL,Fossil Fuel,Passenger,299,11677.339588
2023-01-01,LEICESTER,NULL,Fossil Fuel,Commercial,66,2558.098736
2023-01-01,LEICESTER,NULL,Hybrid,Commercial,2,121.508000
2023-01-01,LEICESTER,NULL,Hybrid,Passenger,5,160.953000
2023-01-01,LEICESTER,NULL,Zero-Emission,Passenger,1,73.912000
2023-01-01,LEICESTER,01524,Fossil Fuel,Commercial,299,11448.321518
2023-01-01,LEICESTER,01524,Fossil Fuel,Passenger,5177,155783.553306
2023-01-01,LEICESTER,01524,Fossil Fuel,Municipal,63,1366.414082
2023-01-01,LEICESTER,01524,Hybrid,Commercial,11,680.557789
2023-01-01,LEICESTER,01524,Hybrid,Passenger,87,3396.390687
2023-01-01,LEICESTER,01524,Zero-Emission,Passenger,24,778.306613
2023-01-01,LEICESTER,01542,Fossil Fuel,Passenger,1686,51098.711274
2023-01-01,LEICESTER,01542,Fossil Fuel,Commercial,92,4522.789210
2023-01-01,LEICESTER,01542,Hybrid,Passenger,30,1086.524229
2023-01-01,LEICESTER,01542,Zero-Emission,Passenger,9,269.783000
2023-01-01,LEICESTER,01611,Fossil Fuel,Passenger,1653,51865.631870
2023-01-01,LEICESTER,01611,Fossil Fuel,Commercial,81,3366.935426
